provider_num,npi,name,address,city,state,zip,fips_county,lat,lon,phone,provider_type_code,category,emergency,upin,pin,region_code,bed_count,clia_lab_number,hasSpecialties,GENERAL SURGERY,SURGICAL ONCOLOGY,THORACIC SURGERY,CARDIAC SURGERY,OPHTHALMOLOGY,PLASTIC AND RECONSTRUCTIVE SURGERY,VASCULAR SURGERY,ORTHOPEDIC SURGERY,HAND SURGERY,ORAL SURGERY,GASTROENTEROLOGY,DERMATOLOGY,PAIN MANAGEMENT,COLORECTAL SURGERY (PROCTOLOGY),UROLOGY
,1962513788,SURGERY CENTER OF DECATUR LP,1122 14TH AVENUE SE,DECATUR,AL,356013361,,34.5907006,-86.96996851,2565602890,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1760447866,"MOBILE - SC, LTD",6144 AIRPORT BLVD STE A,MOBILE,AL,366083143,,30.6782467,-88.18417897,2514383614,Dec-49,,,,55034,,,,,,,,,,,,,,,,,,,
,1356369755,"MADISON SURGERY CENTER, LLC",460 LANIER RD,MADISON,AL,357582631,,34.688759,-86.738201,2563199000,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1790756237,BIRMINGHAM SURGERY CENTER,2621 19TH ST S,BIRMINGHAM,AL,352091913,,33.49682,-86.795601,2052718200,Dec-49,,,,51555331,,,,,,,,,,,,,,,,,,,
01C0001029,1215926993,NORTH RIVER SURGICAL CENTER LLC,301 RICE MINE ROAD NORTHEAST,TUSCALOOSA,AL,354062403,125,33.228816,-87.530529,2057500022,Dec-49,15-01,TRUE,,51555332,4,,,,,,,,,,,,,,,,,,
,1346349164,SOUTHERN ALABAMA SURGERY CENTER,2800 ROSS CLARK CIR,DOTHAN,AL,363019900,,31.213236,-85.42899,3347933411,Dec-49,,,57289,,,,,,,,,,,,,,,,,,,,
,1235178005,HUNTSVILLE ENDOSCOPY CENTER INC,119 LONGWOOD DR SW,HUNTSVILLE,AL,358014522,,34.71861037,-86.57891949,2565336488,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
01C0001020,1750499950,MEDPLEX OUTPATIENT SURGERY CENTER,4511 SOUTHLAKE PARKWAY,BIRMINGHAM,AL,352443238,73,33.5206824,-86.8024326,2059854398,Dec-49,15-01,TRUE,,55048,4,,,,,,,,,,,,,,,,,,
,1932298718,OUTPATIENT SERVICES EAST,52 MEDICAL PARK DRIVE EAST,BIRMINGHAM,AL,352353442,,33.5964213,-86.6664845,2058383888,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1881618403,BAY EYES SURGERY CENTER,411 NORTH SECTION STREET,FAIRHOPE,AL,365322649,,30.54003228,-87.89906393,2519903937,Dec-49,,,,51557682,,,,TRUE,,,,,5,,,,,,,,,,
,1538117841,"SHELBY BAPTIST AMBULATORY SURGERY CENTER, LLC",1010 1ST ST N,ALABASTER,AL,350070488,,33.25163794,-86.81484797,2056208400,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1669481255,SURGERY CENTER OF CULLMAN LLC,1403 WALL STREET NE,CULLMAN,AL,350556022,,34.1335332,-86.8779268,2567362811,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1306877261,NORTHEAST ALABAMA EYE SURGERY CENTER,314 S 5TH ST,GADSDEN,AL,359014224,,34.01039638,-86.00681008,2565478634,Dec-49,,,,,,,,TRUE,,,,,5,,,,,,,,,,
01C0001026,1457331274,MONTGOMERY EYE SURGERY CENTER LLC,2752 ZELDA RD,MONTGOMERY,AL,361062694,,32.36312372,-86.26632643,3342709677,Dec-49,,,,29207,,,,TRUE,,,,,5,,,,,,,,,,
,1356321293,"THE SURGERY CENTER, L.L.C.",1440 HIGHWAY DRIVE,OXFORD,AL,362031951,,33.61457747,-85.81318695,2562412230,Dec-49,,,,490004552,,,,,,,,,,,,,,,,,,,
,1265657258,"EYE SURGERY CENTER OF NORTH ALABAMA, INC.",3501 MEMORIAL PKWY SW,HUNTSVILLE,AL,358016900,,34.7262736,-86.5965038,2567043937,Dec-49,,,,,,,,TRUE,,,,,5,,,,,,,,,,
,1003815242,"DOTHAN SURGERY CENTER, LLC",1450 ROSS CLARK CIR,DOTHAN,AL,363014736,,31.20022909,-85.36910981,3347933442,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1962467951,GADSDEN SURGERY CENTER LP,418 S 5TH ST,GADSDEN,AL,359015102,,34.00845871,-86.00743723,2565431253,Dec-49,,,,000055039GAD,,,,,,,,,,,,,,,,,,,
,1972568830,"FLORENCE SURGERY CENTER, LP",103 HELTON CT,FLORENCE,AL,356301464,,34.8317028,-87.66614735,2567600672,Dec-49,,,,490002768,,,,,,,,,,,,,,,,,,,
,1720044522,SURGICARE OF MOBILE LTD,2890 DAUPHIN ST,MOBILE,AL,366062457,,30.6897077,-88.1110639,2514732020,Dec-49,,,,490002146,,,,,,,,,,,,,,,,,,,
,1386782787,DECATUR SURGERY CENTER LP,2828 HIGHWAY 31 SOUTH,DECATUR,AL,356031510,,34.6240205,-87.05791873,2563401212,Dec-49,,,,D671,,,,,,,,,,,,,,,,,,,
,1285690073,BIRMINGHAM OUTPATIENT SURGERY CENTER LTD,2720 UNIVERSITY BLVD,BIRMINGHAM,AL,352333408,,33.50954776,-86.78936429,2059330050,Dec-49,,,,490000186,,,,,,,,,,,,,,,,,,,
,1376634683,"MONTGOMERY SURGICAL CENTER, LTD",470 TAYLOR RD,MONTGOMERY,AL,361173563,,32.38810187,-86.17600018,3342904530,Dec-49,,,,55031,,,,,,,,,,,,,,,,,,,
,1588854772,"ALABAMA DIGESTIVE HEALTH ENDOSCOPY CENTER, LLC",2010 BROOKWOOD MEDICAL CTR DR,BIRMINGHAM,AL,352096804,,33.464378,-86.7760958,2058771192,Dec-49,,,,011051ASCA,,,,,,,,,,,,,,,,,,,
,1275725673,GASTROENTEROLOGY CONSULTANTS OF TUSCALOOSA INC,100 RICE MINE RD N,TUSCALOOSA,AL,354063901,,33.227352,-87.536992,2053450010,Dec-49,,,,55054,,,,,,,,,,,,,,,,,,,
,1336375930,"JACKSON SURGERY CENTER, LLC",1725 PARK PL,MONTGOMERY,AL,361061123,,32.36870447,-86.2851538,3342938484,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1730318353,"GARDENDALE SURGICAL ASSOCIATES, LLC",2213 DECATUR HIGHWAY,GARDENDALE,AL,350712301,,33.67695771,-86.81975392,2054186021,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1972805299,"ST. VINCENT'S OUTPATIENT SURGERY SERVICES, LLC",810 SAINT VINCENT'S DRIVE,BIRMINGHAM,AL,352051601,,33.50749325,-86.78806757,2059302468,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1700884608,SPRINGHILL SURGERY CENTER,3701 DAUPHIN ST,MOBILE,AL,366081756,,30.68580473,-88.13286416,2513413405,Dec-49,,,,55050,,,,,,,,,,,,,,,,,,,
,1841342789,SURGERY CENTER JV,721 MADISON ST SE,HUNTSVILLE,AL,358014408,,34.729847,-86.5859011,2565334888,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1013924133,"TRINITY DEVELOPMENT, LLC",201 E WATTS ST,ENTERPRISE,AL,363301812,,31.319584,-85.855448,3343935474,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1699139915,"CUTANEOUS ONCOLOGY & SURGERY CENTER, LLC",1940 STONEGATE DR STE 140,VESTAVIA HLS,AL,352422541,,33.4487989,-86.7879492,2059683919,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1891295275,FRESENIUS VASCULAR CARE MONTGOMERY ASC LLC,1501 FOREST AVE,MONTGOMERY,AL,361061539,,32.364414,-86.286281,3343283873,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1508360181,NEPHROLOGY VASCULAR LAB OF CENTRAL ALABAMA ASC LLC,1280 COLUMBIANA RD STE 120,VESTAVIA HILLS,AL,352161642,,33.4406041,-86.8082067,2059165201,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1225579485,SUNRISE SKIN CANCER SURGERY CENTER LLC,70 MIDTOWN PARK E STE A,MOBILE,AL,366064140,,30.687066,-88.119886,2515446407,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1306320338,ALABAMA EYE SURGERY CENTER LLC,5937 W MAIN ST,DOTHAN,AL,363059317,,31.23981882,-85.48386377,3344460872,Dec-49,,,,,,,,TRUE,,,,,5,,,,,,,,,,
,1669031886,"SURGICAL CLINIC SOLUTIONS, LLC",1021 MONTGOMERY HWY,VESTAVIA HILLS,AL,352162805,,33.43909945,-86.78898503,2058246250,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1225698681,AFFINITY GASTROENTEROLOGY ASC LLC,3686 GRANDVIEW PKWY STE 610,BIRMINGHAM,AL,352433406,,33.4402768,-86.7219492,2059713700,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1306476197,EAMC-LANIER AMBULATORY SURGERY CENTER LLC,4800 48TH ST,VALLEY,AL,368543666,,32.8245339,-85.16893898,3347569180,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1982055638,INVISION OPHTHALMOLOGY PC,2100 DEVEREUX CIR STE 100,VESTAVIA,AL,352432557,,33.428249,-86.741022,2058792221,Dec-49,,,102G180936,,,,,,,,,,,,,,,,,,,,
,1275113011,"SEES GROUP ALABAMA, LLC",200 WILDWOOD PKWY STE 100,HOMEWOOD,AL,352097300,,33.44966567,-86.82493175,2059434600,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1588603351,PHYSICIANS DAY SURGERY CENTER,17200 CHENAL PKWY STE 440,LITTLE ROCK,AR,722235970,,34.8099297,-92.4893544,8705364100,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1396727418,ENDOSCOPY CENTER OF LITTLE ROCK LLC,4200 N RODNEY PARHAM RD,LITTLE ROCK,AR,722122460,,34.79032362,-92.39779795,5012284445,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1134177256,SPRING CREEK SURGERY CENTER LLC,3633 CENTRAL AVENUE,HOT SPRINGS,AR,719136475,,34.46765654,-93.05943202,5016237609,Dec-49,,,,11054,,,,,,,,,,,,,,,,,,,
,1114906393,PHYSICIANS SURGERY CENTER LLC,3327 S DIVISION ST,BLYTHEVILLE,AR,723155123,,35.9075614,-89.9186741,8707621942,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
04C0001029,1780658245,BOOZMAN-HOF EYE SURGERY & LASER CENTER,3737 WEST WALNUT,ROGERS,AR,727561839,7,36.3320197,-94.1185366,4792461751,Dec-49,15-01,TRUE,,11029,6,,,TRUE,,,,,5,,,,,,,,,,
,1063470730,ENDOSCOPY CENTER OF ARKANSAS LLC,1024 N UNIVERSITY AVE,LITTLE ROCK,AR,722076347,,34.76064863,-92.34104851,5015370900,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1063415891,"HARRISON SURGERY CENTER, LLC",105 SAWGRASS PT,HARRISON,AR,726013072,,39.2820223,-80.3789878,8707419700,Dec-49,,,,11061,,,,,,,,,,,,,,,,,,,
04C0001019,1922070911,FAYETTEVILLE ASC LLC,3344 N FUTRALL DR,FAYETTEVILLE,AR,727034057,,36.1120667,-94.15588444,4795827280,Dec-49,,,,490003242,,,,,,,,,,,,,,,,,,,
,1265439632,"CONWAY ENDOSCOPY CENTER, INC.",455 HOGAN LN,CONWAY,AR,720348201,,35.08420199,-92.49829448,5017641960,Dec-49,,,,490005155,,,,,,,,,,,,,,,,,,,
,1902860679,"VISION GROUP ASC, LLC",3002 ROGERS AVE,FORT SMITH,AR,729014232,,35.37495159,-94.39978808,4797828892,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1659340404,LITTLE ROCK SURGERY CENTER LLC,8820 KNOEDL CT,LITTLE ROCK,AR,722054600,,34.7478431,-92.37308012,5012246767,Dec-49,,,,11006,,,,,,,,,,,,,,,,,,,
,1669424339,ARKANSAS GASTROENTEROLOGY ENDOSCOPY CENTER,151 MCGOWAN CT,HOT SPRINGS,AR,719136451,,34.46985382,-93.06577835,5016234101,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1710931134,"NOVAMED SURGERY CENTER OF JONESBORO, LLC",601 E MATTHEWS AVE,JONESBORO,AR,724013145,,35.835641,-90.699384,8709356396,Dec-49,,,,11012,,,,,,,,,,,,,,,,,,,
,1386737021,"ARKANSAS OUTPATIENT EYE SURGERY, LLC",3689 N STEELE BLVD,FAYETTEVILLE,AR,727035347,,36.0625843,-94.1574328,4792496006,Dec-49,,,,11068,,,,TRUE,,,,,5,,,,,,,,,,
,1730132853,OUTPATIENT SURGERY CENTER INC,160 HIGHWAY 201 N,MOUNTAIN HOME,AR,726533158,,36.3361391,-92.3801187,8704242020,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1922068295,"ARKANSAS SURGERY AND ENDOSCOPY CENTER, INC",4800 HAZEL STREET,PINE BLUFF,AR,716036860,,34.18141526,-92.02445665,8705364800,Dec-49,,,,11004,,,,,,,,,,,,,,,,,,,
,1487776365,SEYMOUR OPERATIONS LLC,200 N VAN BUREN ST,LITTLE ROCK,AR,722053650,,34.7555919,-92.330235,5019070970,Dec-49,,,,11072,,,,,,,,,,,,,,,,,,,
04C0001075,1619037066,SOUTH ARKANSAS SURGERY CENTER,2704 VINE STREET,EL DORADO,AR,717306700,139,33.2115087,-92.6650144,8703075016,Dec-49,15-01,TRUE,,11075,6,,,,,,,,,,,,,,,,,,
,1093799405,ORTHOARKANSAS SURGERY CENTER LLC,10301 KANIS RD,LITTLE ROCK,AR,722056205,,34.742823,-92.38882808,5016044150,Dec-49,,,,,,,,TRUE,,,,,,,,5,,,,,,,
,1093795031,ARKANSAS OTOLARYNGOLOGY CENTER PA,10201 KANIS RD,LITTLE ROCK,AR,722056203,,34.742781,-92.3879,5012275050,Dec-49,,,,11002,,,,,,,,,,,,,,,,,,,
,1629108949,CHRIS TAYLOR COSMETICS PA,1425 ROCK SPRINGS RD,HARRISON,AR,726018933,,36.25578127,-93.12514743,8707411616,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1023057916,PHYSICIANS DAY SURGERY CENTER,2705 S ORLANDO ST,PINE BLUFF,AR,716034718,,34.20267772,-92.04407499,8705364100,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1265404669,"NORTH RIVER SURGERY CENTER, LLC",2209 WILDWOOD AVE,SHERWOOD,AR,721205074,,34.81426529,-92.20600329,5018345777,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1922016898,JAMES TRICE MD PA,7005 S HAZEL ST,PINE BLUFF,AR,716037833,,34.15252519,-92.02408206,8705363070,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1215919329,GASTRO-INTESTINAL CENTER INC,405 N UNIVERSITY AVE,LITTLE ROCK,AR,722053108,,34.75465926,-92.34127118,5016631074,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1437110293,ST. VINCENT-ARKANSAS ORTHOPAEDIC SURGERY CENTER LLC,6119 MIDTOWN AVE,LITTLE ROCK,AR,722055340,,34.74860054,-92.34295893,5015539827,Dec-49,,,,11040,,,,TRUE,,,,,,,,5,,,,,,,
,1235376104,GASTROENTEROLOGY & SURGERY CENTER OF ARKANSAS II LLC,401 COMMERCE ST,LITTLE ROCK,AR,722056414,,34.738611,-92.267285,6153456900,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1326228370,"ADVANCED AMBULATORY SURGERY CENTER, LLC",1444 E STEARNS ST,FAYETTEVILLE,AR,727034969,,36.0625843,-94.1574328,4799664972,Dec-49,,,,5G286,,,,,,,,,,,,,,,,,,,
,1053301473,BAKER AMBULATORY SURGERY CENTER,810 MERRIMAN ST,CONWAY,AR,720324436,,35.0926176,-92.432216,5013293937,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1790742328,"SPRINGHILL SURGERY CENTER, LLC",3401 SPRINGHILL DR,NORTH LITTLE ROCK,AR,721172934,,34.784106,-92.218784,5019455800,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1922187103,NORTH HILLS SURGERY CENTER LLC,3271 N WIMBERLY DR,FAYETTEVILLE,AR,727034033,,36.1109252,-94.15519169,4797136100,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1215994280,SLOAN EYE CLINIC,10 HOSPITAL CIR,BATESVILLE,AR,725017310,,35.769799,-91.6409722,8707934040,Dec-49,,,,11008,,,,TRUE,,,,,5,,,,,,,,,,
,1245297829,"THE SURGERY CENTER, LLC",9500 KANIS RD,LITTLE ROCK,AR,722056377,,34.742739,-92.379644,5012279088,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1457379364,"JONESBORO SURGERY CENTER, LLC",623 E MATTHEWS AVE,JONESBORO,AR,724013157,,35.83563933,-90.69906927,8709348010,Dec-49,,,,11048,,,,,,,,,,,,,,,,,,,
,1598758153,OUTPATIENT SURGERY CENTER OF JONESBORO LLC,1100 E MATTHEWS AVE,JONESBORO,AR,724014314,,35.8364202,-90.6926564,8709358500,Dec-49,,,,11053,,,,,,,,,,,,,,,,,,,
,1992034763,"CENTRAL ARKANSAS SURGICAL CENTER, LLC",151 EAST ASPEN LN,RUSSELLVILLE,AR,728028903,,35.30753435,-93.13649334,4799671117,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1447212204,CONWAY OUTPATIENT SURGERY CENTER,1377 HWY 64 WEST,CONWAY,AR,720322778,,35.2521996,-92.6888936,5013369629,Dec-49,,,O41034,,,,,,,,,,,,,,,,,,,,
,1578643607,PAIN CENTER LLC,505 E MATTHEWS AVE,JONESBORO,AR,724013101,,35.83566392,-90.70123188,8709720411,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1114951365,"DOCTORS SURGERY CENTER, PA",303 W POLK,WEST MEMPHIS,AR,723014235,,35.1464797,-90.1845388,8707322100,Dec-49,,,,11020,,,,,,,,,,,,,,,,,,,
,1598068306,"EXECUTIVE PARK SURGERY CENTER OF FORT SMITH, INC",3314 S 70TH ST,FORT SMITH,AR,729035052,,35.35119686,-94.35583783,4794242744,Dec-49,,,,APPLIED FOR,,,,,,,,,,,,,,,,,,,
,1275574154,DOCTORS SURGERY CENTER OF TEXARKANA,3211 SUGAR HILL ROAD,TEXARKANA,AR,718549219,,33.48890643,-94.00747661,8707724440,Dec-49,,,,11030,,,,,,,,,,,,,,,,,,,
,1053685677,ARKANSAS CENTER FOR SURGICAL EXCELLENCE,208 MCAULEY CT,HOT SPRINGS,AR,71913,,34.46684631,-93.07336445,5016234485,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1225398480,TRI STATE ADVANCED SURGERY CENTER LLC,2596 INTERSTATE 55,MARION,AR,723642327,,35.2137707,-90.2069651,8705592006,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1093907339,"TAYLOR SURGERY CENTER, LLC",3733 N BUSINESS DR STE 101,FAYETTEVILLE,AR,727035286,,36.1186956,-94.1311803,4795211500,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1073888103,SURGERY BY VOLD VISION,2783 N SHILOH DR,FAYETTEVILLE,AR,727046983,,36.10272155,-94.18390293,4794428653,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1043565542,MAGNOLIA SURGERY CENTER LLC,25 COLUMBIA ROAD 47,MAGNOLIA,AR,717539318,,33.2670725,-93.2393341,8702345665,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1205978780,MOUNTAIN HOME SURGERY CENTER,360 HIGHWAY 5 N,MOUNTAIN HOME,AR,726533039,,36.3361391,-92.3801187,8704252277,Dec-49,,,,11017,,,,,,,,,,,,,,,,,,,
,1205266632,ARKANSAS RENAL GROUP PA,115 WRIGHTS ST,HOT SPRINGS NATIONAL PARK,AR,719136240,,34.51802,-93.0529422,5016246000,Dec-49,,,429616,,,,,,,,,,,,,,,,,,,,
,1043625221,"INTERVENTIONAL SURGERY INSTITUTE OF LITTLE ROCK, LLC",9 FREEWAY DRIVE,LITTLE ROCK,AR,722042486,,34.74261767,-92.35574604,8442150731,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1043208283,TRACEY A SCHMUCKER MD PA,105 CENTRAL AVENUE,SEARCY,AR,721437329,,35.23637209,-91.73794174,5012687154,Dec-49,,,,474406,,,,,,,,,,,,,,,,,,,
,1629404918,CENTRAL ARKANSAS SURGERY CENTER LLC,100 N FILLMORE ST,LITTLE ROCK,AR,722053322,,34.7683984,-92.3371086,5012270184,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1588802987,NATIONAL PARK ENDOSCOPY CENTER LLC,124 SAWTOOTH OAK ST.,HOT SPRINGS,AR,719017160,,34.4891868,-93.0361832,5016237800,Dec-49,,,,564603,,,,,,,,,,,,,,,,,,,
,1548712227,ARKANSAS OUTPATIENT SURGERY CENTER LLC,4331 W. 43RD,NORTH LITTLE ROCK,AR,721172940,,34.769536,-92.2670941,5012319682,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1639615297,SURGERY CENTER AT THE RESERVE PA INC,2241 HILLPARK COVE,JONESBORO,AR,724016251,,35.8272257,-90.6949871,8703335747,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1376092205,ADVANCED INTERVENTIONAL PAIN SURGERY CENTER LLC,1717 MALVERN AVENUE,HOT SPRINGS,AR,719017133,,34.48970369,-93.03599987,5013214772,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1194209437,"PRECISION SURGICAL CENTER OF NORTHWEST ARKANSAS, LLC",3728 S PINNACLE HILLS PKWY,ROGERS,AR,727587031,,36.30345399,-94.1893707,4797903328,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1538635859,SEARCY AMBULATORY SURGERY CENTER LLC,1115 S MAIN ST,SEARCY,AR,721437318,,35.23727357,-91.7343529,5017736993,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1073079596,PREMIER GASTROENTEROLOGY ASSOCIATES PLLC,10915 RODNEY PARHAM RD,LITTLE ROCK,AR,722124114,,34.78627,-92.401934,5017472828,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1356817910,ST VINCENT INFIRMARY MEDICAL CENTER,10001 LILE DR,LITTLE ROCK,AR,722056217,,34.74682379,-92.38626555,5012278000,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1609399963,INTERVENTIONAL SURGERY INSTITUTE OF WHITE HALL LLC,7211 DOLLARWAY ROAD,WHITE HALL,AR,716023020,,34.26240547,-92.08282957,5017736993,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
